Código,Descripción,Definición,cuenta_digepres,descripcion_digepres
60102204,Tarjetas de imágenes de fonética,Tarjetas de reconocimiento para aprendizaje fonético .,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102205,Libros de recursos de fonética,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se enseña la fonética.",2.3.3.5.01,Textos de enseñanza
60102206,Fichas de fonética,Son elementos prefabricados con palabras para ser presentado a una persona y este la tenga que leer para ir prácticando la fonética.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102301,Libros de actividades de lectura,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se realizan las actividades de lectura.",2.3.3.5.01,Textos de enseñanza
60102302,Libros de lectura para principiantes,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de lectura para principiante.",2.3.3.5.01,Textos de enseñanza
60102303,Libros de literatura infantil basados en la biblia,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de literatura infantil basado en la Biblia.",2.3.3.5.01,Textos de enseñanza
60102304,Libros de literatura infantil,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de literatura infantil.",2.3.3.5.01,Textos de enseñanza
60102305,Habilidades para la lectura crítica,"Libros que nos enseñan medios de lectura con el objetivo de encontrar profundo conocimiento de una materia, ya sea ficción o no ficción.",2.3.3.5.01,Textos de enseñanza
60102306,Flanelógrafos,"Tablero que generalmente está cubierto, ya sea en fieltro o franela y apoyado sobre un caballete. Normalmente se utiliza en las clases de preescolar como un dispositivo de narración de cuentos.",2.3.3.5.01,Textos de enseñanza
60102307,Libros de recursos de poesía,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de poesía",2.3.3.5.01,Textos de enseñanza
60102308,Materiales de comprensión de lectura,Conjunto de productos y utensilios para el aprendizaje de la comprensión de lectura.,2.3.3.5.01,Textos de enseñanza
60102309,Kits o materiales de desarrollo de la lectura,Conjunto de productos y utensilios suficientes para el desarrollo de lectura.,2.3.3.5.01,Textos de enseñanza
60102310,Libros de recursos de lectura,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de enseñanza de lectura.",2.3.3.5.01,Textos de enseñanza
60102311,Unidades temáticas de lectura,Son lecturas o parrafos que  prensentan coherencia y claridad comprensiva.,2.3.3.5.01,Textos de enseñanza
60102312,Libros de recursos o actividades de vocabulario.,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de enseñanza y actividades del vocabulario.",2.3.3.5.01,Textos de enseñanza
60102401,Abacos,"Es un artefacto que sirve para efectuar operaciones aritméticas sencillas (sumas, restas y multiplicaciones). Consiste en un cuadro de madera con barras paralelas por las que corren bolas movibles, útil también para enseñar estos cálculos simples.",2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102402,Libros de recursos o actividades para trabajar con material didáctico manipulable de matemáticas temprana,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se enseña a trabajar con manipuladores de matemáticas básicas.",2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102403,Tarjetas de actividades para trabajar material didáctico manipulable de matemáticas temprana,Pieza rectangular de papel grueso o cartón fino diseñado para trabajar con los manupuladores de matemáticas básicas.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102404,Cuentas o sets de actividades con cuentas para matemáticas temprana,Conjunto de operaciones o tareas que se pueden hacer para prácticar las matematicas básicas.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102405,Contadores o sets de actividades con contadores para matemáticas temprana,Conjunto de operaciones o tareas que se pueden hacer utilizando los contadores de las matematicas básicas.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102406,Bandejas o boles para contar o clasificar para matemáticas tempranas,Conjunto de elementos para el aprendizaje de las matemáticas básicas.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102407,Cordones o sets de cordones para matemáticas temprana,Juegos que estimulan la inteligencia lógico-matemático,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102408,Material didáctico manipulable de vinculación o sets de actividades de vinculación para matemáticas temprana,Conjunto de operaciones o tareas que se pueden hacer utilizando la vinculación para las matematicas básicas.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102409,Fichas para juegos de matemáticas,Piezas rectangulas de papel o de carton con las que se pueden hacer juegos de matemáticas para prácticar los calculos.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102410,Tarjetas con números,Piezas rectangulas de papel o de carton que llevan impresas los números.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102411,Modelos con formas de números o accesorios,Elemento utilizado para poder hacer la escritura bien de los números.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102412,Tableros perforados para matemáticas básicas,Son tableros diseñados para que los profesores puedan utilizarlo como una manera fácil y práctica de enseñar las matemáticas básicas en los primeros años.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102413,Ganchos para tablero perforado para matemáticas temprana,Son las clavijas o botones utilizados para los tableros de matemáticas básicas.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102414,Material didácticos manipulativos de clasificación o sets de actividades de clasificación para matemáticas temprana,Conjunto de instrucciones para las matemáticas básicas.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102501,Libros de recursos o de actividades de la suma,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de enseñanza y actividades de la suma.",2.3.3.5.01,Textos de enseñanza
60102502,Modelos de las operaciones básicas,"Son elementos disponibles, para poder ser utilizada en la enseñanza de las operaciones bàsica.",2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102503,Guías de referencia de las operaciones básicas,Es un grupo de hojas que muestra las operaciones básicas de matemáticas,2.3.3.5.01,Textos de enseñanza
60102504,Libros de recursos o actividades de la división,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de enseñanza y actividades de la división",2.3.3.5.01,Textos de enseñanza
60102505,Libros de recursos o actividades de la multiplicación,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de enseñanza y actividades de la multiplicación.",2.3.3.5.01,Textos de enseñanza
60102506,Libros de recursos o actividades de la resta,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de enseñanza y actividades de la resta.",2.3.3.5.01,Textos de enseñanza
60102507,Cintas adhesivas de escritorio con los números,Son cintas que ya cuentan con la impresión de los números con la finalidad de ser adheridas a alguna superficie.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102508,Tableros o gráficas del uno al cien,Es un tablero que cuenta con los números del 1 al 100 impresos con la finalidad de que los niños puedan aprender a contar hasta el 100.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102509,Fichas con números del uno al cien,Elemento de un material sólido que tiene impreso los números del 1 al 100.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102510,Kits de números,Conjunto de productos y utensilios suficientes para aplicar y aprender números,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102511,Rectas numéricas,Imagen de una línea recta en la que se supone que todos los puntos que corresponden a un número real y todo número real a un punto.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102512,libros de recursos o actividades de numeración,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de enseñanza y actividades de la numeración.",2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102513,Dominós,"Juego de mesa en el que se emplean unas fichas rectangulares, generalmente blancas por la cara y negras por el envés, divididas en dos cuadrados, cada uno de los cuales lleva marcado de cero a un determinado número de puntos.",2.3.9.4.01,"Útiles destinados a actividades deportivas, culturales y recreativas"
60102601,Fichas o contadores de dos caras,"Son piezas de metal (cobre, níquel, latón, aluminio, zinc, etc), baquelita o plástico, que, a diferencia de las monedas, no tienen valor de curso legal, porque han sido acuñadas por particulares, empresas, instituciones u organismos no oficiales.",2.6.9.5.02,"Antigüedades, bienes artísticos y otros objetos de arte"
60102602,Pirinolas,"Juguete consistente en una peonza acompañada de una cuerda. Enrollando la cuerda alrededor del trompo y tirando violentamente de uno de sus extremos a la vez que se lanza el conjunto contra el suelo, se consigue que el trompo rote sobre su punta, manteniéndose erguido y girando en el suelo.",2.3.9.4.01,"Útiles destinados a actividades deportivas, culturales y recreativas"
60102603,Juegos de dados,"Un dado es un objeto de forma poliédrica preparado para mostrar un resultado aleatorio cuando es lanzado sobre una superficie horizontal, desde la mano o mediante un cubilete, en cuyo caso los resultados ocurren con una probabilidad que se distribuye mediante una distribución uniforme discreta.",2.3.9.4.01,"Útiles destinados a actividades deportivas, culturales y recreativas"
60102604,Libros de recursos o actividades de probabilidades,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de enseñanza y actividades de la probabilidad.",2.3.3.5.01,Textos de enseñanza
60102605,Libros de recursos o actividades de lógica,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de enseñanza y actividades de lógica",2.3.3.5.01,Textos de enseñanza
60102606,Bloques de atributos,"Elementos que vienen en cinco formas, tres colores y dos espesores y tamaños. Las formas son rectángulo, cuadrado, círculo, triángulo, y el hexágono. Cada una de estas formas viene en rojo, amarillo y azul. También son gruesas y delgadas, así como grandes y pequeños.",2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102607,Tarjetas de actividades de bloques de atributos,Piezas rectangulares de papel o de cartorn que muestran actividades con los bloques de atributo,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102608,Libros de recursos o actividades de atributos,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de enseñanza y actividades con los bloques de atributo",2.3.3.5.01,Textos de enseñanza
60102609,Esterilla de representación gráfica,Elemento de papel o de otro material que tiene impreso una escala de gráfico para ser utilizado.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
