Código UNSPSC,Descripción,Definición,Código Segmento,Segmento,Código Familia,Familia,Código Clase,Clase,Fecha Versión
51151707,Sulfato de isoproterenol,El isoproterenol o isoprenalina es un medicamento simpaticomimético que actúa a nivel de los receptores beta adrenérgicos. En medicina se usa para el tratamiento del asma relajando las vías aéreas y permitiendo un mayor flujo de aire. Se usa también contr,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151708,Bitartrato de levarterenol,Vasoconstrictor utilizado en la parada cardíaca y en determinados estados de hipotensión aguda.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151709,Fenilpropanolamina clorhidrato," Es un fármaco de la familia de las feniletilaminas. Se utiliza, en dosis bajas, como descongestivo en medicamentos antigripales. También se empleaba, en dosis altas, como supresor del apetito en tratamientos de la obesidad y de adelgazamiento. Estas dosi",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151710,Clorhidrato de fenilefrina,Usado principalmente como descongestivo y como un agente para dilatar la pupila e incrementar la presión arterial.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151711,Sulfato de terbutalina,"La terbutalina es un fármaco del grupo de los agonistas de los receptores adrenérgicos ß2 con acciones broncodilatadoras, por lo que se indica en medicina en el tratamiento a corto plazo del asma, y de obstrucciones pulmonares como el enfisema y la bronqu",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151712,Clorhidrato de arbutamina,"Los agentes que tienen un efecto de refuerzo sobre el corazón, o que puede aumentar el gasto cardíaco. Pueden ser glucósidos cardíacos; SIMPATICOMIMÉTICOS, u otras drogas. Se utilizan después de infarto de miocardio, cirugía cardíaca, en estado de shock, ",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151713,Clorhidrato de cinamedrina,"Antiespasmódico, relajante de la musculatura lisa. Asociada con ácido acetilsalicílico y cafeína proporciona alivio del malestar que acompaña a los estados premenstruales y menstruales. Tensión premenstrual. Dismenorrea",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151714,Sulfato de d-anfetamina," es un agente adrenérgico sintético, potente estimulante del sistema nervioso central. La dexanfetamina (dextro-anfetamina), surge de la separación del compuesto racémico (d, l-anfetamina) en sus dos configuraciones ópticas posibles, y la extracción de aq",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151715,Sulfato de efedrina,"La inyección de EFEDRINA se utiliza para el tratamiento de la presión sanguínea baja en pacientes que han recibido ciertos tipos de anestesia, se sometieron a un tipo específico de cirugía o recibieron una sobredosis de un medicamento que puede reducir la",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151716,Clorhidrato de isoproterenol,El isoproterenol o isoprenalina es un medicamento simpaticomimético que actúa a nivel de los receptores beta adrenérgicos.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151717,Sulfato de mefentermina,"Un agente simpaticomimético con efectos principalmente indirectos sobre los receptores adrenérgicos. Se ha utilizado para mantener la presión sanguínea en estado de hipotnesión, por ejemplo después de la anestesia espinal. Aunque los efectos estimulantes ",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151718,Bitartrato de metaraminol,Vasoconstrictor adrenérgico prescrito para el tratamiento de la hipotensión y del shock.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151719,Pseudoefedrina,"La pseudoefedrina (también conocida como seudoefedrina o d-efedrina) es un agente farmacológico con acción agonistaadrenérgica, utilizado en medicina por sus propiedades como descongestivo sistémico; frecuentemente indicado para tratar la congestión nasal",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151720,Xinafoato de salmeterol,El SALMETEROL es un broncodilatador de acción lenta. Ayuda a abrir las vías aéreas a los pulmones y le permite respirar más fácilmente. Este medicamento se para usar a largo plazo para tratar el asma y para prevenir el broncoespasmo en los pacientes que y,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151721,Clorhidrato de midodrina,"La MIDODRINA se utiliza para el tratamiento de la baja presión sanguínea en pacientes que tienen síntomas, tales como mareos al ponerse de pie despues de estar sentados.",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151722,Clorhidrato de levalbuterol,El LEVALBUTEROL es un broncodilatador. Ayuda a abrir las vías aéreas a los pulmones y facilita la respiración. Este medicamento es utilizado para tratar y prevenir el broncoespasmo.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151723,Clorhidrato de tetrahidrozolina,"La oftálmico tetrahidrozolina se usa para aliviar la irritación menor en los ojos y el enrojecimiento provocados por el resfrío, polen y el agua de las piscinas.",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151724,Clorhidrato de nafazolina," Indicado para el alivio temporal del enrojecimiento ocular, asociado con irritaciones menores del ojo como alergias causadas por polen, resfriados, rayos solares, polvo, smog, viento, aguas cloradas, agentes químicos débiles, exposición a luz intensa, us",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151725,Dipivefrina,La dipivefrina es un medicamento que se utiliza para el tratamiento de la hipertensión ocular y el glaucoma de ángulo abierto. Se emplea en forma de gotas oftálmicas que se aplican directamente sobre la conjuntiva del ojo. Es un agente simpaticomimético q,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151726,Fenilpropanolamina,"La fenilpropanolamina (en ocasiones abreviada como FPA) es un fármaco de la familia de las feniletilaminas. Se utiliza, en dosis bajas, como descongestivo en medicamentos antigripales. Tambien se empleaba, en dosis altas, como supresor del apetito en trat",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151727,Norepinefrina bitartrato,"Acción vasoconstrictora de vasos de resistencia y capacitancia, estimulante del miocardio.",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151728,Bromhidrato hidroxianfetamina,Adrenérgico y midriático prescrito para dilatar la pupila en la exploración oftalmoscópica y como una ayuda diagnóstica en el síndrome de Horner.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151729,Clorhidrato de metanfetamina,"La metanfetamina (desoxiefedrina) es un potente psicoestimulante. Es un agente agonista adrenérgico sintético, estructuralmente relacionado con el alcaloide efedrina y con la hormona adrenalina.",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151730,Epinefrina bitartrato,Bloquea la propagación del impulso nervioso impidiendo la entrada de iones de Na<exp>+<exp> a través de la membrana nerviosa.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151731,Sulfato de metaproterenol,"El METAPROTERENOL es un broncodilatador. Ayuda a abrir las vías aéreas en los pulmones y le permite respirar más fácilmente. Este medicamento es utilizado para tratar y prevenir el broncoespasmo.
",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151732,Clorhidrato de dobutamina,La dobutamina se usa para ayudar al corazón a bombear en forma más efectiva para fortalecer el músculo cardíaco. La dobutamina también mejora el flujo sanguíneo y alivia los síntomas de la insuficiencia cardíaca.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151733,Clorhidrato de dipivefrina,La DIPIVEFRINA se utiliza en los ojos para tratar alta presión ocular y glaucoma de ángulo abierto.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151734,Sulfato de albuterol,El ALBUTEROL es un broncodilatador. Ayuda a abrir las vías aéreas a los pulmones y facilita la respiración. Este medicamento se utiliza para tratar y prevenir el broncoespasmo.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151735,Aspartato de anfetamina,"La anfetamina es un agente adrenérgico sintético, potente estimulante del sistema nervioso central. La dexanfetamina (dextro-anfetamina), surge de la separación del compuesto racémico (d, l-anfetamina) en sus dos configuraciones ópticas posibles, y la ext",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151736,Mesilato de isoetarina,"Broncodilatador betaadrenérgico, utilizado en el tratamiento del asma bronquial, la bronquitis y el enfisema.",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151737,Clorhidrato de dopamina,"El clorhidrato de DOPAMINA está indicado para la corrección de dese­quilibrios hemodinámicos que se presentan en el síndrome de choque debido a infarto del miocardio, trauma, septicemia endotóxica, cirugía de corazón abierto, insuficiencia renal y descomp",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
